brand,model,form_factor,eff_rating,wattage,modular,color,price
Raidmax,Scorpio,ATX,80+ Bronze,635,Semi,,
In Win,IP-S350CQ2-0T,ATX,,350,No,,
RIOTORO,ENIGMA G2,ATX,80+ Gold,750,Full,Black / Yellow,231.80
Sparkle,R-FSP400-60ETN,ATX,80+ Platinum,400,No,,
Cooler Master,VSemi-Modular,ATX,80+ Gold,550,Semi,,
FSP Group,Raider750,ATX,80+ Bronze,750,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,1050,No,,
RIOTORO,ONYX,ATX,80+ Bronze,650,Semi,,
Tacens,AP II,ATX,,500,No,Black / Green,
FSP Group,HydroPTM,ATX,80+ Platinum,750,Full,Black,
Sentey,SDP750-SS,ATX,80+,750,No,,
Super Flower,GoldenSilent,ATX,80+ Platinum,500,Semi,,
Super Flower,LeadexGold,ATX,80+ Gold,850,Full,,
EVGA,PQ,ATX,80+ Platinum,850,Semi,Black,
Cooler Master,SilentProM2,ATX,80+ Silver,1500,Semi,,
XFX,P1-750X-XXB9,ATX,80+ Bronze,750,Semi,,
Fractal Design,EdisonM,ATX,80+ Gold,450,Semi,,
be quiet!,PurePower10,ATX,80+ Silver,700,No,,191.37
Thermaltake,TR2,ATX,80+,1200,Semi,,
Thermaltake,Toughpower XT,ATX,80+ Gold,1475,Semi,,
Cooler Master,SilentProHybrid,ATX,80+ Gold,850,Full,,
Silverstone,Strider,ATX,80+ Gold,1200,Full,,
Thermaltake,TR2,ATX,80+ Bronze,500,No,,
Thermaltake,EVO_Blue,ATX,,750,Full,,
Zalman,ZM600-HP,ATX,,600,Full,,
Rosewill,Quark 750,ATX,80+ Platinum,750,Full,,
Cooler Master,i600,ATX,80+ Bronze,600,No,,
Thermaltake,Smart,ATX,80+ Bronze,1200,Semi,,
GAMDIAS,ASTRAPE P1 G,ATX,80+ Gold,650,Full,Black / Multicolor,
Antec,NE450M,ATX,80+ Bronze,450,Semi,,
Raidmax,RX-635AP,ATX,80+ Bronze,635,Semi,,
Zalman,zm-500-LE,ATX,,500,No,,
Xigmatek,Vector,ATX,80+ Gold,750,Semi,,
Rosewill,HERCULES-1600S,ATX,80+ Gold,1600,Semi,,
XFX,TS,ATX,80+ Gold,750,No,,
Rosewill,Capstone G750,ATX,80+ Gold,750,Semi,,
FSP Group,HydroPTM,ATX,80+ Platinum,650,Full,Black,
Cooler Master,VSM,ATX,80+ Gold,750,Semi,,
OCZ,ZS,ATX,80+ Bronze,650,No,,
BitFenix,Fury,ATX,80+ Gold,550,Semi,,
Fractal Design,IntegraR2,ATX,80+ Bronze,750,No,,
Azza,PSAZ-850B14,ATX,,850,No,,
Apevia,Astro,ATX,,500,No,Black,
SeaSonic,SS-300TFX Bronze,TFX,80+ Bronze,300,No,,90.11
Thermaltake,Toughpower,ATX,80+ Gold,650,No,,
Fractal Design,TeslaR2,ATX,80+ Gold,650,No,,
SeaSonic,SS-600ES,ATX,80+ Bronze,600,No,Gray,129.01
Xilence,Performance A+,ATX,80+ Bronze,830,No,Black / Red,
SeaSonic,PRIME PX,ATX,80+ Platinum,650,Full,Black / Silver,
Cooler Master,SilentProGold,ATX,80+ Gold,550,No,,
Antec,Basiq,ATX,,500,No,,
In Win,GreenMe550,ATX,80+ Bronze,550,No,,176.59
Enermax,ELT720AWT-ECO_II,ATX,80+,720,Full,,
Enermax,REVOLUTION X't,ATX,80+ Gold,730,Semi,,
Enermax,NAXN ADV.,ATX,80+ Bronze,550,No,,
Ultra,ULT-LSP550,ATX,,550,No,,
HEC,HEC200SA-2FX,Mini ITX,,200,No,,
Cougar,CougarA500,ATX,80+ Bronze,500,No,,
FSP Group,HydroX,ATX,80+ Gold,550,No,,
SHARKOON,SilentStorm Icewind,ATX,80+ Bronze,750,Semi,White / Black,
FSP Group,FSP500-50FSPT,Flex ATX,80+ Platinum,500,No,,
FSP Group,RaiderS650,ATX,80+ Silver,650,No,,
Thermaltake,TR2,ATX,80+ Bronze,450,No,,
Fractal Design,NewtonR3,ATX,80+ Platinum,600,Semi,,
Cougar,COUGAR-700CMX,ATX,80+ Bronze,700,No,,
Diablotek,PSUL675,ATX,,675,No,,
SeaSonic,SS-850HT Silver,ATX,80+ Silver,850,No,,239.95
Antec,Earthwatts Green,ATX,80+ Bronze,430,No,,385.00
Cougar,GX-F,ATX,80+ Gold,550,Full,Black / Orange,
SeaSonic,Platinum,ATX,80+ Platinum,520,Full,,
Rosewill,VALENS-700M,ATX,80+ Gold,700,Semi,,
Corsair,CX,ATX,80+ Bronze,430,No,,
Cooler Master,V450,ATX,80+ Gold,450,Semi,,
Rosewill,CAPSTONE-1000-M,ATX,80+ Gold,1000,Semi,,
Thortech,Thunderbolt PLUS,ATX,80+ Gold,1200,Full,,
Rosewill,Capstone,ATX,80+ Gold,650,No,,
Cougar,SL600,ATX,,600,No,,
Rosewill,Green,ATX,80+,530,No,,
Thermaltake,Toughpower XT,ATX,80+ Bronze,775,Full,,
XFX,Black Edition,ATX,80+ Silver,750,Full,,
Sparkle,GW-EPS1250DA,ATX,80+ Gold,1250,Full,,
CoolMax,ZU-500B,ATX,80+ Bronze,500,Semi,,149.15
be quiet!,STRAIGHTPOWERE9|500W,ATX,80+ Gold,500,No,,
EVGA,GD,ATX,80+ Gold,450,No,Black,
Thermaltake,Toughpower Grand,ATX,80+ Gold,850,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,1200,No,,
Cooler Master,SilentProPlatinum,ATX,80+ Platinum,550,Semi,,
FSP Group,AURUM92+,ATX,80+ Platinum,550,Semi,,
LEPA,MX-F1,ATX,,350,No,,
Cougar,CMX550V3,ATX,80+ Bronze,550,Semi,,
SeaSonic,S12G,ATX,80+ Gold,650,No,,
Cooler Master,VSM,ATX,80+ Gold,550,Semi,,
In Win,CommanderII,ATX,80+ Bronze,1200,Full,,
SeaSonic,SS-500ET Bronze,ATX,80+ Bronze,500,No,,
Cooler Master,NewGX,ATX,80+ Bronze,450,No,,
Rosewill,ARC M550,ATX,80+ Bronze,550,Semi,,
Mistel,MX650 FANLESS,ATX,80+ Platinum,650,Full,Black,
Cooler Master,NewGX,ATX,80+ Bronze,450,No,,
SeaSonic,ECO,ATX,80+ Bronze,430,No,,
Super Flower,GoldenGreenHX,ATX,80+ Gold,750,No,,
SeaSonic,SSP-300TBS,TFX,80+ Bronze,300,No,Silver,69.28
Silverstone,Strider,ATX,80+ Gold,600,No,,
Antec,Basiq,ATX,80+,430,No,,93.75
HEC,Orion,ATX,,585,No,Black,
Antec,High Current Pro,ATX,80+ Platinum,750,Full,,
Enermax,REVOLUTION X't,ATX,80+ Gold,630,Semi,,
Enermax,REVOLUTION X't,ATX,80+ Gold,430,Semi,,
Antec,Basiq,ATX,,650,No,,
SHARKOON,WPC Bronze,ATX,80+ Bronze,550,No,Black,
OCZ,ZT,ATX,80+ Bronze,550,Full,,
Apevia,ATX-VS450W,ATX,,450,No,,
Rosewill,RD-Z,ATX,80+,500,No,Black,
XFX,ProSeries,ATX,80+ Gold,1250,Full,,
Cooler Master,SilentProHybrid,ATX,80+ Gold,1050,Full,,
Thermaltake,EVO_Blue,ATX,80+ Gold,650,Semi,,
NZXT,HALE90 V2,ATX,80+ Gold,1000,Full,,
Antec,NeoECO,ATX,80+,400,No,,
Antec,True Power,ATX,80+ Silver,1200,Semi,,
Apevia,ATX-AS520W-BK,ATX,,520,No,,
Apevia,ITX-AP250W,Mini ITX,,250,No,,
HEC,HEC250SRT,SFX,,250,No,,
Rosewill,RP600V2-S-SL,ATX,,600,No,,
Zalman,ZM770-XT,ATX,80+ Bronze,770,Full,,
Rosewill,Quark 850,ATX,80+ Platinum,850,Full,,
SeaSonic,X,ATX,80+ Platinum,460,Full,,
Nexus,NX-5000 R3,ATX,80+ Bronze,530,No,,
XFX,TS,ATX,80+ Bronze,430,No,,
be quiet!,StraightPowerE9,ATX,80+ Gold,600,No,,
Enermax,ETL450AWT-M,ATX,80+ Bronze,450,Semi,,
In Win,GreenMe650,ATX,80+ Bronze,650,No,,
Diablotek,PHD350,ATX,,350,No,,
Zalman,zm-550-XG,ATX,80+ Gold,550,Semi,,
Silverstone,Strider,ATX,80+ Gold,500,No,,
Silverstone,Strider,ATX,80+ Gold,850,Semi,,
Enermax,ENP450AST,ATX,,450,No,,
XFX,Core Edition,ATX,80+ Bronze,850,No,,
RIOTORO,ENIGMA,ATX,80+ Gold,850,Semi,,
G.Skill,RIPJAWS Platinum,ATX,80+ Platinum,1250,Full,Black,
Antec,Earthwatts Green,ATX,80+ Bronze,750,No,,
FSP Group,HydroGPro,ATX,80+ Gold,650,Full,Black,
Fractal Design,IntegraR2,ATX,80+ Bronze,650,No,,
Fractal Design,TeslaR2,ATX,80+ Gold,500,No,,
be quiet!,STRAIGHTPOWER10,ATX,80+ Gold,400,No,,
Cougar,COUGAR-A560,ATX,80+ Bronze,560,No,,
SeaSonic,Platinum,ATX,80+ Platinum,1050,Full,,
Thermaltake,German,ATX,80+ Gold,650,Semi,,
Athena Power,AP-MTFX30,TFX,,300,No,,39.99
Phanteks,PH-P750GS,ATX,80+ Gold,750,No,Black,
Topower,ZU-550W,ATX,,550,No,,52.75
FSP Group,HydroX,ATX,80+ Gold,650,No,,
Sparkle,ATX-400PN-B204,ATX,,400,No,,63.96
CoolMax,CU-700B,ATX,,700,Semi,,189.85
In Win,CommanderIII600,ATX,80+ Gold,600,Semi,,
LEPA,G800-MB,ATX,80+ Gold,800,Semi,,
Rosewill,VALENS-500,ATX,80+ Gold,500,No,,
Thermaltake,Toughpower,ATX,80+ Silver,1500,Semi,,
Thermaltake,Toughpower XT,ATX,80+ Platinum,1275,Semi,,
FSP Group,AURUMCMGOLD650,ATX,80+ Gold,650,Semi,,
E-Power,EP-600NE-XV,ATX,,600,No,,
HEC,HEC350TEWX,ATX,80+,350,No,,
Dynapower,EP-25X.E152,Micro ATX,,250,No,,
Rosewill,Green,ATX,80+ Bronze,700,No,,
Rosewill,RX850-S-B,ATX,80+,850,No,,
Silverstone,Strider,ATX,80+ Bronze,600,No,,
Thermaltake,TR2,ATX,80+ Gold,500,No,,
SeaSonic,SSP-550RT,ATX,80+ Gold,550,No,,
Cooler Master,Elite,ATX,,400,No,,
be quiet!,DarkPowerPro10,ATX,80+ Gold,1000,Semi,,
Diablotek,PHD750,ATX,,750,No,,
FSP Group,Raider450,ATX,80+ Bronze,450,No,,
be quiet!,PurePower9,ATX,80+ Silver,400,No,,
PC Power & Cooling,PurePower9Silencer,ATX,80+ Silver,910,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,850,Full,,
SeaSonic,X,ATX,80+ Gold,660,Full,,
BFG,BFGR650WGSPSU,ATX,,650,No,,
Logisys,PS575XBK,ATX,,575,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Gold,1050,Full,,
Sentey,ERP-700-SS,ATX,,700,No,,
Cougar,COUGAR-RS650,ATX,80+,650,No,,
Rosewill,RD600-M,ATX,,600,Semi,,
EVGA,G2L,ATX,80+ Gold,850,Full,,
Super Flower,LeadexGold,ATX,80+ Gold,1300,Full,,
Silverstone,Strider,ATX,80+ Bronze,700,No,,
Zalman,TX,ATX,,500,No,,
Athena Power,AP-MFATX22,Mini ITX,,220,No,,
Rosewill,Stallion,ATX,,450,No,,
Xilence,Performance A+,ATX,80+ Bronze,530,No,Black / Red,
FSP Group,FSP300-60LG-5K,Flex ATX,80+ Bronze,300,No,,
Cooler Master,VS,ATX,80+ Gold,550,Semi,,
Ultra,X4,ATX,80+ Silver,1050,Full,,
Enermax,REVOLUTION87+,ATX,80+ Gold,550,Semi,,
Zalman,ZM500-HP,ATX,,500,Semi,,
Thermaltake,Toughpower Grand,ATX,80+ Platinum,600,Semi,,
NZXT,HALE82,ATX,80+ Bronze,750,Semi,,
NZXT,HALE82,ATX,80+ Bronze,850,Semi,,
Enermax,EPG600AWT,ATX,80+ Gold,600,No,,
OCZ,Z Series Gold,ATX,80+ Gold,850,Semi,,
Rosewill,Quark 550,ATX,80+ Platinum,550,Full,,
CoolMax,ZU-600B,ATX,80+ Bronze,600,Semi,,164.28
Topower,TOP-600WB,ATX,80+ Bronze,600,No,,
Topower,TOP-800WB,ATX,80+ Bronze,800,No,,
CoolMax,ZU-800B,ATX,80+ Bronze,800,Semi,,
Ultra,LSP,ATX,,550,No,,
Cougar,GX-S,ATX,80+ Gold,450,No,,
NZXT,HALE 90,ATX,80+ Gold,650,Full,,
Kingwin,Lazer,ATX,80+ Bronze,1000,Semi,,
LEPA,P1375-MA,ATX,80+ Platinum,1375,Full,,
Antec,VP,ATX,80+,630,No,,
OCZ,ZX,ATX,80+ Gold,1000,Full,,
FSP Group,Everest85PLUS800,ATX,80+ Bronze,800,Full,,
Enermax,ENP500AWT,ATX,80+,500,No,,
PC Power & Cooling,ENP500AWTT12W,ATX,,1200,No,,
SeaSonic,X,ATX,80+ Gold,760,Full,,
FSP Group,RaiderS450,ATX,80+ Silver,450,No,,
Enermax,REVOLUTION DUO,ATX,80+ Gold,500,No,,
Rosewill,Capstone,ATX,80+ Gold,550,Semi,,
FSP Group,HydroPTM,ATX,80+ Platinum,550,Full,Black,
Rosewill,ARC M450,ATX,80+ Bronze,450,Semi,,
BitFenix,Fury,ATX,80+ Gold,750,Semi,,
Super Flower,LeadexGold,ATX,80+ Gold,1000,Full,,
Kingwin,ABT-750MM,BTX,,750,No,,
Rosewill,Stallion,ATX,,400,No,,
Enermax,ENM750AWT,ATX,80+ Bronze,750,Semi,,
GameMax,GS,SFX,80+ Bronze,300,No,Silver,
Sparkle,ATX-400PA,ATX,,400,No,,57.99
SeaSonic,S12G,ATX,80+ Gold,450,No,,
SeaSonic,PRIME AIRTOUCH,ATX,80+ Gold,850,Full,Black / Red,
Rosewill,Capstone,ATX,80+ Gold,550,No,,
FSP Group,PT1000FM,ATX,80+ Platinum,1000,Full,,
FSP Group,Dagger,SFX,80+ Gold,500,Full,Black,
HEC,Raptor500,ATX,,500,No,,
Raidmax,RX-450K,ATX,,450,No,,
Raidmax,RX-380K,ATX,,380,No,,
Silverstone,Strider,ATX,80+ Silver,1000,Full,,
Silverstone,Strider,ATX,80+ Bronze,600,No,,
Zalman,ZM660-XT,ATX,80+ Bronze,660,Full,,
Enermax,EPM600AWT,ATX,80+ Platinum,600,Semi,,
Enermax,NAXN ADV.,ATX,80+ Bronze,650,Semi,,
Enermax,Platimax,BTX,80+ Platinum,500,Semi,,
Silverstone,Strider,ATX,80+ Gold,1000,Full,,
Thermaltake,Smart,ATX,80+ Bronze,1000,Semi,,
Enermax,REVOLUTION X't II,ATX,80+ Gold,550,Semi,,
GAMDIAS,ASTRAPE M1 B,ATX,80+ Bronze,650,No,Black / Multicolor,
Athena Power,AP-TFX30,TFX,,300,No,,
Zalman,zm-400-LE,ATX,,400,No,,
PC Power & Cooling,zm-400-LESilencer,ATX,80+ Silver,760,No,,
FSP Group,ATX300-PA,ATX,,300,No,,
Enermax,Platimax D.F.,ATX,80+ Platinum,850,Full,,
RIOTORO,ONYX,ATX,80+ Bronze,750,Semi,,
FSP Group,AURUMGOLD600,ATX,80+ Gold,600,No,,
FSP Group,AURUMGOLD700,ATX,80+ Gold,700,No,,
Rosewill,PHOTON 1350,ATX,80+ Gold,1350,Full,Black,
Rosewill,Capstone,ATX,80+ Gold,650,Semi,,
Rosewill,Capstone G1000,ATX,80+ Gold,1000,Semi,,
OCZ,Fatal1ty,ATX,80+ Bronze,550,Full,,
Fractal Design,TeslaR2,ATX,80+ Gold,1000,No,,
Cougar,CMD,ATX,80+ Bronze,600,Semi,Black / Blue,
Cooler Master,VSM,ATX,80+ Gold,650,Semi,,
Fractal Design,IntegraR2,ATX,80+ Bronze,500,No,,
Xilence,Performance A+,ATX,80+ Bronze,630,No,Black / Red,
be quiet!,STRAIGHTPOWER10,ATX,80+ Gold,700,No,,
HEC,Cougar,ATX,80+,700,Semi,,
Sentey,GSP1000-SM,ATX,80+ Gold,1000,Full,,
Azza,PSAZ-1000A14,ATX,80+ Bronze,1000,No,,
Kingwin,STR-500,ATX,80+ Platinum,500,Semi,,
Super Flower,GoldenSilent,ATX,80+ Gold,430,Semi,,
StarTech,ATXPW500PRO2,ATX,,500,No,,207.56
Thermaltake,Toughpower Grand,ATX,80+ Gold,1200,Full,,
Enermax,REVOLUTION X't,ATX,80+ Gold,530,Semi,,
Thermaltake,Toughpower Grand,ATX,80+ Platinum,1050,Full,,
Mushkin,MKNPSJL800,ATX,80+ Silver,800,No,,
XFX,ProSeries,ATX,80+ Platinum,1000,Full,,
OCZ,StealthXstream II,ATX,80+,700,No,,
NZXT,HALE82,ATX,80+ Bronze,650,Semi,,
Antec,Signature,ATX,80+ Bronze,850,Full,,
XFX,ProSeries,ATX,80+ Gold,1050,Full,,
HEC,Zephyr MX-750,ATX,80+ Bronze,750,No,,
CoolMax,CA-300,ATX,,300,No,,
Enermax,ERV1020EWT,ATX,80+ Silver,1020,Full,,
SeaSonic,SSP-350ST,ATX,80+ Bronze,350,No,,
Silverstone,DA750,ATX,,750,Full,,
XFX,Black Edition,ATX,80+ Silver,850,Full,,
Thermaltake,TR2,ATX,80+ Gold,450,No,,
Enermax,Platimax,ATX,80+ Platinum,1000,Semi,Black,
Rosewill,Quark 650,ATX,80+ Platinum,650,Full,,
SeaSonic,SSP-450RT,ATX,80+ Gold,450,No,,
Cougar,RSB400,ATX,80+,400,No,,
XFX,XT,ATX,80+ Bronze,400,No,,
Raidmax,Scorpio,ATX,80+ Bronze,735,Semi,,
Enermax,ETL550AWT-M,ATX,80+ Bronze,550,Semi,,
GAMDIAS,ASTRAPE E1,ATX,80+,550,No,Black / Multicolor,
Diablotek,PHD450,ATX,,450,No,,
Diablotek,PSDA500,ATX,,500,No,,
Xigmatek,NRP-MC702,ATX,80+ Bronze,700,Full,,
Xigmatek,NRP-MC1002,ATX,80+ Bronze,1000,Full,,
Xigmatek,NRP-PC702,ATX,80+ Bronze,700,No,,
XClio,DIAMONDPOWER 880W,ATX,,880,No,,
Xigmatek,Vector,ATX,80+ Gold,850,Semi,,
Aerocool,GT-1050SG,ATX,80+ Gold,1050,Semi,,
RIOTORO,BUILDER,ATX,80+ Gold,1200,Full,Black / Red,
SeaSonic,X,ATX,80+ Gold,1250,Full,,
XFX,P1-850X-XXB9,ATX,80+ Bronze,850,Semi,,
Raidmax,RX-700AT,ATX,80+ Titanium,700,Semi,Black,
FSP Group,ATX350-PNT,ATX,,350,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,650,Full,,
FSP Group,AURUMGOLD500,ATX,80+ Gold,500,No,,
Rosewill,Tachyon,ATX,80+ Platinum,650,Semi,,
OCZ,Fatal1ty,ATX,80+ Bronze,750,Full,,
FSP Group,VITAL400,ATX,80+,400,No,,
SeaSonic,Platinum,ATX,80+ Bronze,600,No,,
Cyonic,AU-550X,ATX,80+ Gold,550,Full,,
Sentey,ERP-400-SS,ATX,,400,No,,
Sentey,ERP-500-SM,ATX,,500,Full,,
Diablotek,PSUL575,ATX,,575,No,,
Athena Power,Apollo,SFX,,300,No,,49.99
Rosewill,VALENS-700,ATX,80+ Gold,700,No,,
FirePower,ZX,ATX,80+ Gold,850,Full,,
Thermaltake,EVO_Blue,ATX,80+ Gold,650,Semi,,
LEPA,B850-MA,ATX,80+ Bronze,850,Semi,,
Cougar,RX600,ATX,80+,600,No,,
Cougar,RX500,ATX,80+,500,No,,
Antec,True Power,ATX,80+ Silver,1200,Full,,
Apevia,ATX-AS600W-BL,ATX,,600,No,,
Apevia,ATX-AS680W-BL,ATX,,680,No,,
Apex,AL-A350ATX,ATX,,350,No,,
HEC,HP485D,ATX,,485,No,,
HEC,X-Power Pro 650,ATX,,650,No,,
CoolMax,CA-450,ATX,,450,No,,104.28
CoolMax,CUL-750B,ATX,,750,Semi,,
CoolMax,NW-650B,ATX,,650,No,,154.28
Azza,Titan,ATX,80+ Bronze,1000,No,,
Enermax,EMG800EWT,ATX,80+ Gold,800,Full,,
OCZ,EliteXStream,ATX,80+,800,No,,
Rosewill,Stallion,ATX,,500,No,,
Silverstone,DA700,ATX,,700,Full,,
Sunbeam,PSU-COM780-BK-US,ATX,,780,Full,,
Zalman,ZM460B-APS,ATX,,460,No,,
SeaSonic,SS-350ET Bronze,ATX,80+ Bronze,350,No,,
Sparkle,FSP300-60ATV,ATX,,300,No,,
Rosewill,Quark 1000,ATX,80+ Platinum,1000,Full,,
Antec,EarthWatts Platinum,ATX,80+ Platinum,550,No,,
FSP Group,ATX400-PNT,ATX,,400,No,,
be quiet!,PUREPOWERL7|300W,ATX,80+,300,No,,
Sparkle,FSP300-60THA,ATX,,300,No,,
Enermax,REVOLUTION X't II,ATX,80+ Gold,650,Semi,,
Xigmatek,ACXTNRP-PC402,ATX,80+ Bronze,400,No,,
Apevia,ATX-AS680W-BK,ATX,,680,No,,
Azza,PSAZ-850PT14,ATX,80+ Platinum,850,Semi,,
LEPA,G1200-MA,ATX,80+ Gold,1200,Semi,,
Zalman,850-HP Plus,ATX,80+ Silver,850,Semi,,
Sentey,MBP HM,ATX,80+ Bronze,850,Semi,Black,
Rosewill,Fortress,ATX,80+ Platinum,650,No,,
FSP Group,HydroX,ATX,80+ Gold,450,No,,
PC Power & Cooling,HydroXSilencerMKIII,ATX,80+ Platinum,1200,Semi,,
SHARKOON,WPM Bronze,ATX,80+ Bronze,400,Semi,,
Raidmax,Cobra,ATX,80+ Gold,500,No,,
XFX,P1-450S-XXB9,ATX,80+ Bronze,450,No,,
Rosewill,SilentNight-500,ATX,80+ Platinum,500,Semi,,
Rosewill,Tachyon,ATX,80+ Platinum,1000,Semi,,
G.Skill,RIPJAWS Platinum,ATX,80+ Platinum,850,Full,Black,
SeaSonic,Platinum,ATX,80+ Platinum,760,Full,,
Cougar,CMD,ATX,80+ Bronze,500,Semi,Black / Blue,
Athena Power,AP-MFATX35,Mini ITX,80+ Bronze,350,No,,
FSP Group,PT850FM,ATX,80+ Platinum,850,Full,,
Fractal Design,TeslaR2,ATX,80+ Gold,500,No,,
BitFenix,Fury,ATX,80+ Gold,650,Semi,,
Mistel,MX550 FANLESS,ATX,80+ Gold,550,Full,Black,
Linkworld,LPK2-30-P4,ATX,,500,No,,
Sentey,SDP850-SS,ATX,80+,850,No,,
PC Power & Cooling,SDP850-SSSilencerMKIII,ATX,80+ Gold,850,Semi,,
Xion,XON-1000P14F,ATX,,1000,No,,
Apevia,Astro,ATX,,450,No,Black,
FSP Group,AU-750M,ATX,80+ Gold,750,Semi,,
Kingwin,ABT-650MM,BTX,,650,No,,
Mushkin,MKNPSJL1000,ATX,80+ Gold,1000,No,,
Thermaltake,Toughpower,ATX,80+ Silver,1000,Semi,,
Ultra,U12-42466,ATX,80+ Bronze,650,Semi,,
Thermaltake,EVO_Blue,ATX,80+ Gold,750,Semi,,
Montech,CENTURY,ATX,80+ Gold,850,Full,Black,
Enermax,ENP650AWT B,ATX,80+ Bronze,650,No,,
Kingwin,Lazer Gold,ATX,80+ Gold,1300,Semi,,
Thermaltake,Toughpower XT,ATX,80+ Gold,1375,Semi,,
