brand,model,form_factor,eff_rating,wattage,modular,color,price
VIVO,24K,ATX,80+ Gold,650,Full,,
Enermax,TRIATHLOR,ATX,80+ Bronze,650,Semi,,
Thermaltake,EVO_Blue,ATX,80+ Gold,750,Semi,,
Thermaltake,EVO_Blue,ATX,80+ Gold,850,Semi,,
NZXT,HALE82N,ATX,80+ Bronze,650,No,,
NZXT,HALE90 V2,ATX,80+ Gold,850,Full,,
Apevia,ATX-IB680W-GN,ATX,,680,No,,
Apex,AL-A400ATX,ATX,,400,No,,
Cooler Master,Elite,ATX,,400,No,,
Sparkle,SPI460PFB2-MC2,ATX,80+,460,No,,
Silverstone,OP800,ATX,,800,No,,
SeaSonic,SSP-350SE,ATX,80+ Bronze,350,No,,
Thermaltake,Toughpower,ATX,80+ Bronze,1000,Full,,
XFX,P1-650X-CAG9,ATX,80+ Bronze,650,Full,,
SeaSonic,M12II,ATX,80+ Bronze,380,No,,
Silverstone,Strider,ATX,80+ Gold,750,Full,,
SeaSonic,SS-300ET Bronze,ATX,80+ Bronze,300,No,,
SeaSonic,SS-750HT Silver,ATX,80+ Silver,750,No,,
Rosewill,Quark 1200,ATX,80+ Platinum,1200,Full,,
Logisys,AT750BK,ATX,80+ Bronze,750,No,,
Rosewill,Capstone,ATX,80+ Gold,450,Semi,,
LEPA,B650-SA,ATX,80+ Bronze,650,No,,
PC Power & Cooling,B650-SAS75CF,ATX,80+,750,No,,
Enermax,ETL650AWT-M,ATX,80+ Bronze,650,Semi,,
Enermax,TRIATHLOR ECO,ATX,80+ Bronze,800,Semi,,
Diablotek,PHD650,ATX,,650,No,,
Athena Power,AP-P4ATX55FEC,ATX,,550,No,,
Athena Power,AP-MFATX25,Mini ITX,80+,250,No,,
Xion,AXP-700W14FG,ATX,80+ Gold,700,Full,,
XClio,GOODPOWER 500W,ATX,,500,No,,
StarTech,ATX2POW450HS,ATX,,450,No,,
Sentey,MBP HM,ATX,80+ Bronze,650,Semi,Black,
FSP Group,SAGA+500R,ATX,,500,No,,
Enermax,ENP350AST,ATX,,350,No,,
Thermaltake,Toughpower,ATX,80+ Gold,550,No,,307.58
FSP Group,AU-500FL,ATX,80+ Gold,500,Semi,,
be quiet!,BN623,ATX,80+ Bronze,500,No,,
Sparkle,ATX-300PN-B204,ATX,,300,No,,
Rosewill,Tachyon,ATX,80+ Platinum,550,Semi,,
Diablotek,PSDA300,ATX,,300,No,,
Logisys,PS480D-BK,ATX,,480,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Gold,750,Full,,
LEPA,MaxBron,ATX,80+ Bronze,650,Semi,,
Fractal Design,TeslaR2,ATX,80+ Gold,650,No,,
Sentey,GSP850-SM,ATX,80+ Gold,850,Full,,
Cougar,COUGAR-A760,ATX,80+ Bronze,760,No,,
Cougar,COUGAR-RS450,ATX,80+,450,No,,
Thortech,Thunderbolt,ATX,80+ Gold,850,Full,,
Thortech,Thunderbolt,ATX,80+ Gold,650,Full,,
StarTech,ATX2PW550WH,ATX,80+,550,No,,
FSP Group,FSP300-60GHS-R,SFX,80+,300,No,,79.89
Kingwin,Lazer Platinum,ATX,80+ Platinum,850,Semi,,
Silverstone,Zeus,ATX,80+ Silver,1350,Full,,
StarTech,ATXPW550PRO2,ATX,,550,No,,176.59
StarTech,ATX2POWER430,ATX,80+,430,No,,145.59
Rosewill,VALENS-600M,ATX,80+ Gold,600,Semi,,
Apevia,ATX-RP500W,ATX,,500,No,,
Thermaltake,Toughpower Grand,ATX,80+ Platinum,850,Full,,
Enermax,TRIATHLOR,ATX,80+ Bronze,550,Semi,,
LEPA,G1000-MA,ATX,80+ Gold,1000,Semi,,
NZXT,HALE82N,ATX,80+ Bronze,550,No,,
Apevia,ATX-CW500WP4,ATX,,500,No,,
Apevia,ATX-WA750W,ATX,,750,No,,
HEC,HP585D,ATX,,585,No,,
HEC,X-Power Pro 600,ATX,,600,No,,
HEC,ZEPHY580MX,ATX,,580,No,,
Cooler Master,eXtremePowerPlus,ATX,,500,No,,206.49
CoolMax,CL-700B,ATX,,700,No,,
VisionTek,900347,ATX,,650,No,,
OCZ,EliteXStream,ATX,80+,1000,No,,
Rosewill,Libertas,ATX,80+ Bronze,800,Full,,
Rosewill,Stallion,ATX,,450,No,,
Rosewill,RV350,ATX,,350,No,,
Silverstone,Strider,ATX,80+,1200,Full,,
Silverstone,Strider,ATX,80+ Bronze,650,No,,
Silverstone,Strider,ATX,80+ Gold,1000,Semi,,
Sparkle,R-SPI900GCM,ATX,80+,900,Semi,,
SeaSonic,SS-350SFE,SFX,80+,350,No,,
FSP Group,AU-1000PRO,ATX,80+ Gold,1000,No,,
BFG,EX-1000,ATX,80+ Bronze,1000,Full,,
FSP Group,AU-400FL,ATX,80+ Gold,400,Semi,,
Rosewill,TOKAMAK 1200,ATX,80+ Titanium,1200,Full,,
Thermaltake,Toughpower DPS G RGB,ATX,80+ Titanium,1250,Full,,
CoolMax,RM-1000B,ATX,,1000,No,,
CoolMax,ZP-850B,ATX,80+ Bronze,850,Semi,,
Raidmax,RX-835AP,ATX,80+ Bronze,835,Semi,,
Diablotek,PHD850,ATX,,850,No,,
Diablotek,PSDA400,ATX,,400,No,,
Xion,XON-1100P14HE,ATX,,1100,No,,
Xion,XON-1250P14HE,ATX,,1250,No,,
StarTech,ATX2PW450PRO,ATX,,450,No,,
StarTech,ATX2PW430PRO,ATX,80+ Bronze,430,No,,
CoolMax,CUL-950B,ATX,,950,Semi,,
Sentey,MBP HM,ATX,80+ Bronze,550,Semi,Black,
Sentey,MBP HM,ATX,80+ Bronze,1000,Semi,Black,
PC Power & Cooling,MBP HMS61EPS-B,ATX,80+,610,No,,
Kingwin,Lazer,ATX,80+ Bronze,850,Semi,,
Kingwin,Mach 1,BTX,80+ Bronze,1220,Full,,
XFX,P1-850S-CAB9,ATX,80+ Bronze,850,No,,
NZXT,HALE82N,ATX,80+ Bronze,550,No,,
Lian Li,PE,SFX,80+ Gold,550,Full,,
Enermax,ENP600AWT,ATX,80+,600,No,,
FSP Group,ZEN400,ATX,80+ Bronze,400,No,,
Silverstone,Strider,ATX,80+ Gold,1000,Full,,
Kingwin,Lazer Platinum,ATX,80+ Platinum,550,Semi,,
Silverstone,Strider,ATX,80+ Silver,500,No,,
XClio,Goodpower 750W,ATX,80+ Bronze,750,Full,,
XFX,P1-650S-NLB9,ATX,80+ Bronze,650,No,,
FSP Group,AURUM92+,ATX,80+ Platinum,450,Semi,,
FSP Group,AURUM92+,ATX,80+ Platinum,650,Semi,,
LEPA,MaxBron,ATX,80+ Bronze,450,Semi,,
LEPA,MaxGold,ATX,80+ Gold,700,Semi,,
Logisys,PS480E12,ATX,,480,No,,
Topower,TOP-650PM,ATX,,650,No,,
Xion,EN-450F12BK,ATX,,450,No,,
In Win,Glacier,ATX,80+ Gold,900,Semi,,
Fractal Design,TeslaR2,ATX,80+ Gold,650,No,,
Fractal Design,TeslaR2,ATX,80+ Gold,650,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Gold,850,Full,,
Cyonic,AU-650X,ATX,80+ Gold,650,Full,,
Sentey,ERP-600-SS,ATX,,600,No,,
Cougar,COUGAR-PX700,ATX,80+ Bronze,700,No,,
Xion,XON-700P12F,ATX,,700,No,,
Cougar,A,ATX,80+ Bronze,660,No,Black,
Thermaltake,Toughpower DPS G,ATX,80+ Gold,1050,Full,,
StarTech,ATXPOW350PRO,ATX,,350,No,,137.28
CoolMax,V-600,ATX,,600,No,,118.49
CoolMax,CA-400,ATX,,400,No,,
Enermax,DIGIFANLESS,ATX,80+ Platinum,550,Full,,
FSP Group,FSP300-60GHT,TFX,80+,300,No,,
Rosewill,VALENS-500M,ATX,80+ Gold,500,Semi,,
Raidmax,Vampire,ATX,80+ Gold,900,Semi,,
FSP Group,FSP300-60GHT(85),TFX,80+ Bronze,300,No,,
Enermax,EPM850EWT,ATX,80+ Platinum,850,Semi,,
Topower,TOP-1000P12-ADJ,ATX,,1000,Semi,,
Ultra,LSP,ATX,,450,No,,
E-Power,EP-1200P10-T2,ATX,80+,1200,Semi,,
LEPA,B550-SA,ATX,80+ Bronze,550,No,,
Kingwin,KX-1000,ATX,80+ Bronze,1000,Semi,,
FirePower,ZT,ATX,80+ Bronze,550,Full,,
HEC,HEC200SAFX,Mini ITX,,200,No,,
Thortech,Thunderbolt PLUS,ATX,80+ Gold,1000,Full,,
In Win,CommanderIII,ATX,80+ Gold,700,Semi,,
Thermaltake,EVO_Blue,ATX,80+ Gold,850,Semi,,
NZXT,HALE90 V2,ATX,80+ Gold,1200,Full,,
NZXT,HALE90 V2,ATX,80+ Gold,1000,Full,,
LEPA,G,ATX,80+ Gold,650,Semi,,
Cooler Master,Elite,ATX,,400,No,,
NZXT,HALE90 V2,ATX,80+ Gold,1200,Full,,
HEC,XPOWER780,ATX,,600,No,,
Cooler Master,eXtremePowerPlus,ATX,,460,No,,
CoolMax,ZP-1000B,ATX,80+ Bronze,1000,Semi,,
CoolMax,CUG-700B,ATX,,700,Full,,
CoolMax,CUG-950B,ATX,,950,Full,,
VisionTek,900349,ATX,80+ Bronze,800,No,,
CoolMax,CUQ-1350B,ATX,80+,1350,No,,
Enermax,EES400AWT_II,ATX,80+,400,No,,
Enermax,EGX1250EWT,ATX,80+ Bronze,1250,Semi,,
Enermax,EPG500AWT,ATX,80+ Gold,500,No,,
Enermax,ERV920EWT,ATX,80+ Silver,920,Full,,
OCZ,Z Series Gold,ATX,80+ Gold,1000,Semi,,
FSP Group,FSP300-60GHS(85),SFX,80+ Bronze,300,No,,
Rosewill,RV2-500,ATX,,500,No,,
Rosewill,RV350-2,ATX,,350,No,,
Silverstone,OP1000-E,ATX,,1000,No,,
XClio,STABLEPOWER GOLD 1000W,ATX,80+ Gold,1000,Full,,
Sunbeam,PSU-BKS580-US,ATX,,580,No,,
Sunbeam,PSU-ECO750-US-BL,ATX,80+,750,No,,
Thermaltake,EVO_Blue,ATX,,550,Full,,
SeaSonic,SS-300SFD,SFX,80+,300,No,,
VisionTek,900346,ATX,,500,No,,
Enermax,EPM750AWT,ATX,80+ Platinum,750,Semi,,
Xion,AXP-850K14XE,ATX,80+ Bronze,850,Semi,,
Kingwin,AP-550,ATX,80+ Platinum,550,No,,
Thermaltake,Toughpower,ATX,80+,1000,No,,
Topower,ZU-950,ATX,,950,No,,
FSP Group,AU-850PRO,ATX,80+ Gold,850,No,,
Sparkle,GW-EPS1000DA,ATX,80+ Gold,1000,Semi,,
In Win,Classic,ATX,80+ Platinum,750,Full,,
Rosewill,RV2-600,ATX,,600,No,,
FSP Group,HEXA85+,ATX,80+ Bronze,850,No,Black,
Silverstone,Strider,ATX,80+ Gold,850,Full,,
Cougar,DX500,ATX,80+,500,No,,
Athena Power,AP-P4ATX95FEPC,ATX,80+,950,No,,
Rosewill,Fortress,ATX,80+ Platinum,450,No,,
Apevia,XG,ATX,,450,No,,
Xion,XON-800R14N,ATX,,800,Full,,
XClio,DIAMONDPOWER 1080W,ATX,,1080,No,,
StarTech,ATX2POWER530,ATX,80+ Bronze,530,No,,
StarTech,ATX2POWER450,ATX,,450,No,,
StarTech,ATX2PW530PRO,ATX,80+ Bronze,530,No,,
NZXT,HALE90 V2,ATX,80+ Gold,850,Full,,
StarTech,ATX2PW550PRO,ATX,,550,No,,
Fractal Design,NewtonR3,ATX,80+ Platinum,1000,Semi,,
Azza,PSAZ-1000PT14,ATX,80+ Platinum,1000,Semi,,
Zalman,1000-HP Plus,ATX,80+ Silver,1000,Full,,
Kingwin,ABT-850MM,ATX,,850,No,,
Kingwin,ABT-1050MM,ATX,,1050,No,,
Kingwin,Lazer Gold,ATX,80+ Gold,850,Full,,
Kingwin,MK,ATX,,650,No,,
Kingwin,MK,ATX,,1000,No,,
XFX,P1-650S-CAB9,ATX,80+ Bronze,650,No,,
SeaSonic,SS-300TGW,TFX,80+ Gold,300,No,,
SeaSonic,SS-350TGM Retail,TFX,80+ Gold,350,Full,,
NZXT,HALE82N,ATX,80+ Bronze,750,No,,
FSP Group,SAGA+450R,ATX,,450,No,,
Silverstone,Strider,ATX,80+ Gold,1200,Full,,
Antec,High Current Gamer,ATX,80+ Bronze,400,No,,
SeaSonic,SS-400ET Bronze,ATX,80+ Bronze,400,No,,
FSP Group,FSP300-60SGV,TFX,80+ Gold,300,No,,
be quiet!,PowerZone,ATX,80+ Bronze,750,Full,,
Rosewill,Tachyon,ATX,80+ Platinum,750,Semi,,
Rosewill,Capstone G1200,ATX,80+ Gold,1200,Semi,,
LEPA,MaxGold,ATX,80+ Gold,500,No,,
LEPA,MaxBron,ATX,80+ Bronze,700,Semi,,
CoolMax,ZPG-1000B,ATX,80+ Gold,1000,Semi,,
Logisys,PS550E12BK,ATX,,550,No,,
Topower,TOP-500WB,ATX,80+ Bronze,500,No,,
Thermaltake,Toughpower Grand,ATX,80+ Gold,1050,Full,,
Cyonic,AU-450X,ATX,80+ Gold,450,Full,,
Sentey,ERP-600-SM,ATX,,600,Full,,
Sentey,GSP750-SM,ATX,80+ Gold,750,Full,,
Linkworld,LPG12-35-p4,ATX,,550,No,,
Sentey,ERP-500-SS,ATX,,500,No,,
Sentey,ERP-500-SMR,ATX,,500,Full,,
Linkworld,LPG8 630w,ATX,,630,No,,
Thortech,Thunderbolt,ATX,80+ Gold,1000,Full,,
Xion,XON-850P14F,ATX,,850,No,,
Topower,TOP-900W,ATX,80+,900,Full,,
Rosewill,Tachyon,ATX,80+ Platinum,1200,Full,Black,
Ultra,U12-42467,ATX,80+ Bronze,750,Semi,,
CoolMax,CA-350,ATX,,350,No,,172.28
Sparkle,R-SPI700GHN,ATX,80+,700,No,,
Enermax,ENP550AWT B,ATX,80+ Bronze,550,No,,
Logisys,PS600XBK,ATX,,600,No,,
Kingwin,Lazer Platinum,ATX,80+ Platinum,750,Semi,,
Silverstone,Strider,ATX,80+ Bronze,400,No,,
In Win,CommanderII,ATX,80+ Bronze,850,Full,,
Rosewill,Glacier 1200M,ATX,80+ Bronze,1200,Semi,,
TUNIQ,PSU-POT750-BK,ATX,80+ Bronze,750,No,,
CoolMax,ZP-750B,ATX,80+ Bronze,750,Semi,,
E-Power,EP-500LS-1,ATX,,500,No,,
NZXT,HALE82N,ATX,80+ Bronze,750,No,,
Apevia,ATX-AS500W-BL,ATX,,500,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Platinum,1050,Full,,
Apevia,ATX-CB600W,ATX,,600,No,,
Apevia,ATX-TL450W-BK,ATX,,450,No,,
HEC,HEC200SA2FX,Mini ITX,,200,No,,
HEC,XPOWER585 RETAIL,ATX,,585,No,,
CoolMax,CU-600B,ATX,,600,Semi,,
CoolMax,CT-450 (silver),ATX,,450,No,,
CoolMax,VL-600B,ATX,,600,No,,114.28
VisionTek,900490,ATX,80+ Bronze,800,Semi,,
VisionTek,900488,ATX,,550,Full,,
CoolMax,CUL-650B,ATX,,650,Semi,,
CoolMax,CUL-850B,ATX,,850,Semi,,
CoolMax,CXI-600B,ATX,,600,No,,
Dynapower,EJ-750A80,ATX,80+ Bronze,750,Full,,
Dynapower,EP-45X.0562B,ATX,,450,No,,
Enermax,EMD625AWT_II,ATX,80+ Bronze,625,Full,,
Enermax,ETK500AWT,ATX,,500,No,,
In Win,Commander,ATX,80+,1200,Full,,
Sparkle,R-SPI650ACAG,ATX,80+ Gold,650,No,,
Sparkle,R-SPI750ACAG,ATX,80+ Gold,750,No,,
Rosewill,Libertas,ATX,80+,650,Full,,
Rosewill,LP-6100C,ATX,,300,No,,
Rosewill,Green,ATX,80+,430,No,,
Rosewill,RV2-700,ATX,,700,No,,
Rosewill,SL-300TFX,TFX,,300,No,,
Silverstone,OP1000-P,ATX,80+,1000,No,,
Silverstone,Strider,ATX,80+ Bronze,750,No,,
Sunbeam,PSU-COM680-BK-US,ATX,,680,Full,,
Thermaltake,Toughpower,ATX,80+ Silver,1350,Semi,,
XFX,P1-650X-CAH9,ATX,80+ Bronze,650,Full,,
Xion,AXP-1000K14XE,ATX,80+ Bronze,1000,Semi,,
Thortech,Thunderbolt,ATX,80+ Gold,1200,Full,,
Sparkle,ATX-450PN,ATX,,450,No,,
Sparkle,SCC-850AF,ATX,80+ Gold,850,Semi,,
Sparkle,SCC-750AF,ATX,80+ Gold,750,Full,,
LEPA,B550-SA,ATX,80+ Bronze,550,No,,
LEPA,B650-SA,ATX,80+ Bronze,650,No,,
E-Power,EP-550P5-T1,ATX,,550,Full,,
Sparkle,FSP400-60GHS,SFX,80+ Bronze,400,No,,
Sparkle,FSP300THAR-MC,ATX,,300,No,,
Topower,ZU-400W12,ATX,,400,No,,
Thermaltake,W0328RU,ATX,,350,No,,
E-Power,EP-500NE-XV,ATX,,500,No,,
Topower,ZU-750W,ATX,,750,No,,
Topower,TOP-400W801,ATX,80+,400,No,,
Sparkle,R-SPI700ACH5B,ATX,80+ Silver,700,No,,
Sparkle,R-SPI600ACH5B,ATX,80+ Silver,600,No,,
Zalman,LE,ATX,,400,No,,
CoolMax,CL-500B,ATX,,500,No,,
Enermax,TRIATHLOR ECO,ATX,80+ Bronze,1000,Semi,,
Topower,ZU-1050W,ATX,,1050,No,,
Cougar,DX600,ATX,80+,600,No,,
Topower,TOP-1200W,ATX,80+,1200,Full,,
Athena Power,AP-P4ATX85FEP,ATX,,850,No,,
Athena Power,AP-MPS3ATX30H,ATX,,300,No,,
Rosewill,Fortress,ATX,80+ Platinum,550,No,,
Xigmatek,NRP-MC802,ATX,80+ Bronze,800,Full,,
Xion,AXP-850R14N,ATX,,850,No,,
XClio,GreatPower,ATX,80+,600,Full,,
StarTech,ATX2POWER400,ATX,,400,No,,140.46
StarTech,ATX2PW500PRO,ATX,,500,No,,
StarTech,ATX2POW400HS,ATX,,400,No,,
StarTech,ATXPW350DELL,ATX,,350,No,,
StarTech,ATX2POW500HS,ATX,,500,No,,
Azza,PSAZ-750PT14,ATX,80+ Platinum,750,Semi,,
XClio,STABLEPOWER 460W,ATX,,460,No,,
XClio,GreatPower,ATX,80+,650,Full,,
OCZ,EliteXStream,ATX,80+,1000,No,,
Kingwin,ABT-450MM,ATX,,450,No,,
PC Power & Cooling,ABT-450MMS47ATX-B,ATX,,470,No,,
PC Power & Cooling,ABT-450MMS47ATX-BPPCT860,ATX,80+,860,No,,
Kingwin,Lazer Gold,ATX,80+ Gold,550,Full,,
Kingwin,Lazer Gold,ATX,80+ Gold,1000,Full,,
Kingwin,ABT-730MM,ATX,,730,No,,
FSP Group,FSP650-80EGN,ATX,80+ Gold,650,No,,
Kingwin,MK,ATX,,850,No,,
Kingwin,MK,ATX,,750,No,,
Sparkle,Magna GOLD PRO,ATX,80+ Gold,850,Semi,,
CoolMax,ZPG-500B,ATX,80+ Gold,500,No,,
Broadway,Com Corp OKIA-BLACK-680,ATX,,680,No,,
Broadway,Com Corp OKIA-BLACK-600,ATX,,600,No,,
Broadway,Com Corp P4-OKIA-550-RB,ATX,,550,No,,
PC Power & Cooling,Com Corp P4-OKIA-550-RBPPCT1200ESA,ATX,,1200,No,,
PC Power & Cooling,Com Corp P4-OKIA-550-RBPPCT1200ESASilencerMkII,ATX,80+ Bronze,500,No,,
Enermax,ENP550AWT,ATX,,550,No,,
XClio,Goodpower 550W,ATX,80+ Bronze,550,Full,,
PC Power & Cooling,Goodpower 550WSilencerMkII,ATX,80+ Bronze,650,No,,
Sparkle,Magna,ATX,80+ Bronze,1200,Semi,,
Kingwin,Lazer,ATX,,660,Full,,
LEPA,MaxGold,ATX,80+ Gold,600,No,,
Sparkle,R-SPI1000GCM,ATX,80+,1000,Semi,,
Logisys,PS550E12,ATX,,550,No,,
Logisys,PS480X2,ATX,,480,No,,
Topower,TOP-500PM,ATX,,500,No,,
Xion,EN-600F12,ATX,,600,No,,
LEPA,G1000-MB,ATX,80+ Gold,1000,Full,,
Ultra,X4 Special Edition,ATX,80+ Bronze,1000,Full,,
LEPA,B550-MB,ATX,80+ Bronze,550,Semi,,
Super Flower,Amazon,ATX,80+ Bronze,550,No,,
Sparkle,SPI300T8AB-B204,TFX,80+ Bronze,300,No,,82.01
Kingwin,Lazer Platinum,ATX,80+ Platinum,1000,Semi,,
Thermaltake,EVO_Blue,ATX,,650,Full,,
In Win,CommanderIII,ATX,80+ Gold,800,Semi,,
Sunbeam,IC-PSU-US-2545-DW,ATX,,450,No,,
Thermaltake,Toughpower DPS G,ATX,80+ Platinum,1050,Full,,
Apevia,ATX-AS500W-GN,ATX,,500,No,,
Apevia,ATX-IB680W-BL,ATX,,680,No,,
Apevia,ATX-TL450W,ATX,,450,No,,
HEC,HP485D Retail,ATX,,485,No,,
HEC,XPOWER585 OEM,ATX,,585,No,,
HEC,XP1080,ATX,,1080,Full,,
HEC,ZEPHYR650,ATX,,650,No,,
Topower,ZU-500W,ATX,,500,No,,
CoolMax,MP-550B,ATX,80+,550,No,,
VisionTek,900489,ATX,80+ Bronze,700,Semi,,
CoolMax,CX-400B,ATX,,400,No,,186.28
Dynapower,DP-300A,Micro ATX,,300,No,,
Silverstone,OP750,ATX,,750,No,,
Silverstone,OP850,ATX,,850,No,,
XClio,STABLEPOWER GOLD 750W,ATX,80+ Gold,750,Full,,
Sunbeam,PSU-H680-REV-US,ATX,,680,No,,
Sunbeam,PSU-H680-REV-US-BL,ATX,,680,No,,
Sunbeam,PSU-HUSH580-US,ATX,,580,No,,
Kingwin,Lazer Platinum,ATX,80+ Platinum,650,Semi,,
Xion,AXP-700K14XE,ATX,80+ Bronze,700,Semi,,
Topower,ZU-650W,ATX,,650,No,,
be quiet!,DarkPowerPro10,ATX,80+ Gold,1200,Semi,,
Topower,ZU-450W,ATX,,450,No,,
Topower,TOP-400W80,ATX,80+,400,No,,
Kingwin,ABT-610MM,ATX,,610,No,,
Silverstone,Strider,ATX,80+ Gold,1200,Full,,
Logisys,PS550AC,ATX,,550,No,,
Diablotek,PHD550,ATX,,550,No,,
XClio,STABLEPOWER 850W,ATX,,850,No,,
StarTech,ATX2PW400PRO,ATX,,400,No,,
Xion,AXP-1000R14HE,ATX,80+ Bronze,1000,Full,,
CoolMax,CUQ-1200B,ATX,80+,1200,No,,
CoolMax,CX-550B,ATX,,550,No,,
CoolMax,RM-750B,ATX,,750,No,,
XClio,GreatPower,ATX,80+,550,Full,,
XClio,STABLEPOWER 500W,ATX,,500,No,,
OCZ,EliteXStream,ATX,80+,800,No,,
Kingwin,Lazer,ATX,80+,750,Full,,
PC Power & Cooling,LazerS75CF-B,ATX,80+,750,No,,
Kingwin,Mach 1,BTX,80+ Bronze,1000,Semi,,
Kingwin,Lazer Gold,ATX,80+ Gold,700,Full,,
Kingwin,MKX,ATX,,850,Semi,,
XClio,STABLEPOWER 1000W,ATX,,1000,No,,
XFX,P1-750S-CAB9,ATX,80+ Bronze,750,No,,
XClio,GreatPower,ATX,80+,500,Full,,
FSP Group,SAGA+400R,ATX,,400,No,,
Broadway,Com Corp OKIA-BLACK-550,ATX,,550,No,,
XClio,GreatPower,ATX,80+,850,Full,,
Enermax,EGX850EWL,ATX,80+,850,Full,,
Sunbeam,PSU-HUSH580-US-BL,ATX,,580,No,,
FSP Group,AURUMGOLD400,ATX,80+ Gold,400,No,,
XClio,Goodpower 650W,ATX,80+ Bronze,650,Full,,
Anima,APII500,ATX,,500,No,Black / Green,
LEPA,MX-F1,ATX,,400,No,,
In Win,CommanderII,ATX,80+ Bronze,750,Full,,
Topower,GAPS-500LX,ATX,,500,No,,
Topower,GAPS-500MX,ATX,,500,Full,,
Sentey,GSP650-SM,ATX,80+ Gold,650,Full,,
Sparkle,SPI300GLS-B204,SFX,,300,No,,
XFX,P1-550S-XXBA,ATX,80+ Bronze,550,No,,
